episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
260,1.0,3.1999367690459897,0.6830679355564795,0.16406622362376802,-15.0,2.6666666666667,3,0.0,False,True,0.7917025213155645,1,17.709159380834848,2112.997,prepare,0.0
260,2.0,3.200063963463884,0.6830664723023432,0.17572279872472718,30.0,2.6666666666667,9,1.0,False,True,0.7924207320682478,1,17.709159380834848,2113.095,in_progress,0.0
260,3.0,3.2182264577178437,0.6863794393485843,0.9122405186619541,-15.0,1.3333333333333,2,1.0,False,True,0.8950095788490239,1,17.709159380834848,2113.147,in_progress,0.0
260,4.0,3.2475667243361945,0.6878998146434272,1.2441753665130952,-15.0,1.3333333333333,2,1.0,False,True,1.0607010145465448,1,17.709159380834848,2113.208,in_progress,0.0
260,5.0,3.288494098934678,0.6766679465002852,-1.60361230974563,-15.0,1.3333333333333,2,1.0,False,True,1.291712131022577,2,17.709159380834848,2113.298,in_progress,0.0
260,6.0,3.3467747419324914,0.6582683694728491,-5.412004146854432,15.0,2.6666666666667,7,1.0,False,True,1.6206515086975324,2,17.709159380834848,2113.363,in_progress,0.0
260,7.0,3.4105323319000997,0.6414391832642534,-7.714930283770902,30.0,1.3333333333333,8,1.0,False,True,1.9808344677685317,2,17.709159380834848,2113.424,in_progress,0.0
260,8.0,3.485122574897775,0.6384622245011606,-6.139828262036926,0.0,4.0,5,1.0,False,True,2.4020260345480153,3,17.709159380834848,2113.487,in_progress,0.0
260,9.0,3.5731030929576084,0.6487589445492641,-1.8726801646639286,15.0,1.3333333333333,6,1.0,False,True,2.8988209339494353,3,17.709159380834848,2113.554,in_progress,0.0
260,10.0,3.669304251976724,0.6566037651614672,0.5589514699642715,15.0,2.6666666666667,7,1.0,False,True,3.4420700003284823,4,17.709159380834848,2113.614,in_progress,0.0
260,11.0,3.771648937859581,0.6710431861697871,3.479228169160104,-30.0,2.6666666666667,1,1.0,False,True,4.020019935038509,5,17.709159380834848,2113.689,in_progress,0.0
260,12.0,3.8896687597508186,0.6794399427295562,3.5644817389908026,15.0,2.6666666666667,7,1.0,False,True,4.686471997518204,6,17.709159380834848,2113.754,in_progress,0.0
260,13.0,4.016745665615314,0.6839033063638058,3.0065764099820114,15.0,2.6666666666667,7,1.0,False,True,5.404058009999887,6,17.709159380834848,2113.818,in_progress,0.0
260,14.0,4.133366714326583,0.7021968340238067,5.556361561582955,30.0,2.6666666666667,9,1.0,False,True,6.06262972285277,7,17.709159380834848,2113.892,in_progress,0.0
260,15.0,4.30487777898836,0.7466984807392142,11.030148922656064,0.0,4.0,5,0.5,False,True,7.031208532125406,8,17.709159380834848,2113.947,in_progress,0.0
260,16.0,4.45563533730655,0.7927550345467091,14.0991859208263,-30.0,2.6666666666667,1,0.5,False,True,7.8825966365886515,9,17.709159380834848,2114.029,in_progress,0.0
260,17.0,4.648054390369732,0.8275113202249346,11.473542161451734,-30.0,2.6666666666667,1,0.5,False,True,8.96922707734633,11,17.709159380834848,2114.079,in_progress,0.0
260,18.0,4.797955105482045,0.8349767695571512,6.922193729486904,-30.0,1.3333333333333,0,1.0,False,True,9.81571578850351,12,17.709159380834848,2114.155,in_progress,0.0
260,19.0,4.956847320309358,0.8292830816862731,0.6278628100092194,0.0,2.6666666666667,4,1.0,False,True,10.712938615806806,13,17.709159380834848,2114.213,in_progress,0.0
260,20.0,5.112473877199136,0.8168516396140663,-3.7823242138682547,-30.0,1.3333333333333,0,1.0,False,True,11.591675182200985,14,17.709159380834848,2114.285,in_progress,0.0
260,21.0,5.283878547951925,0.790256248848846,-8.757548771440218,0.0,4.0,5,1.0,False,True,12.559479122838002,15,17.709159380834848,2114.366,in_progress,0.0
260,22.0,5.440054052386643,0.7582200413716328,-10.978787571271708,30.0,2.6666666666667,9,0.5,False,True,13.441377006068182,16,17.709159380834848,2114.428,in_progress,0.0
260,23.0,5.579274427699149,0.7324653108013413,-11.067886477910031,-15.0,1.3333333333333,2,0.5,False,True,14.227737383277539,17,17.709159380834848,2114.513,in_progress,0.0
260,24.0,5.73892911369272,0.7075181295171638,-9.983787333219999,-30.0,1.3333333333333,0,1.0,False,True,15.128833982738627,18,17.709159380834848,2114.567,in_progress,0.0
260,25.0,5.869296489262535,0.6771309664112243,-11.481481233493046,-15.0,1.3333333333333,2,0.5,False,True,15.865214283845491,19,17.709159380834848,2114.62,in_progress,0.0
260,26.0,5.956421560954493,0.6504106298445681,-13.473947505079295,15.0,1.3333333333333,6,0.5,False,True,16.35857853954232,19,17.709159380834848,2114.682,in_progress,0.0
