episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,3.1999374455525307,0.6831128653962544,0.1554285822693141,0.0,4.0,5,0.0,False,True,0.7917071529032899,1,17.709159380834848,285.656,prepare,0.0
40,2.0,3.2001211348762757,0.6831910543651909,0.1511080571896762,0.0,2.6666666666667,4,1.0,False,True,0.7927458158600825,1,17.709159380834848,285.732,in_progress,0.0
40,3.0,3.2132050985255876,0.6829011104524795,0.05524498256312899,-15.0,1.3333333333333,2,1.0,False,True,0.8666249463543392,1,17.709159380834848,285.799,in_progress,0.0
40,4.0,3.2419257687606717,0.6766730413362277,-1.6166878869383638,-30.0,1.3333333333333,0,1.0,False,True,1.0287506500786856,1,17.709159380834848,285.879,in_progress,0.0
40,5.0,3.2856074341508124,0.6597986923847314,-5.315062258901518,30.0,1.3333333333333,8,1.0,False,True,1.275265873484262,2,17.709159380834848,285.947,in_progress,0.0
40,6.0,3.336919525382295,0.6423461950033579,-8.427571095726119,30.0,1.3333333333333,8,1.0,False,True,1.5648635006836802,2,17.709159380834848,286.004,in_progress,0.0
40,7.0,3.3958633230331907,0.6432917675220954,-6.235865308952573,30.0,1.3333333333333,8,1.0,False,True,1.8980042306075724,2,17.709159380834848,286.074,in_progress,0.0
40,8.0,3.467592797381558,0.6639567187079881,0.13730802863444036,0.0,4.0,5,1.0,False,True,2.303075468793429,3,17.709159380834848,286.142,in_progress,0.0
40,9.0,3.538543020104308,0.6931041176052106,6.984180342929047,-15.0,2.6666666666667,3,1.0,False,True,2.7037663530002405,3,17.709159380834848,286.204,in_progress,0.0
40,10.0,3.6311432961431933,0.7111616455028363,8.887155001762006,-30.0,1.3333333333333,0,1.0,False,True,3.2267014658110043,4,17.709159380834848,286.265,in_progress,0.0
40,11.0,3.724964237515448,0.7181893357550478,7.493427202070899,-15.0,2.6666666666667,3,1.0,False,True,3.756500495857894,4,17.709159380834848,286.344,in_progress,0.0
40,12.0,3.84791517789299,0.7167253070406011,3.882728769607631,0.0,4.0,5,1.0,False,True,4.450771315113978,5,17.709159380834848,286.415,in_progress,0.0
40,13.0,3.955691485793958,0.7119795453810518,1.367026368001385,-15.0,2.6666666666667,3,1.0,False,True,5.059352717741058,6,17.709159380834848,286.474,in_progress,0.0
40,14.0,4.083343999348701,0.6985821447855574,-2.088178624133394,0.0,4.0,5,1.0,False,True,5.780153952757596,7,17.709159380834848,286.536,in_progress,0.0
40,15.0,4.219300870442028,0.6782603065067291,-5.1740229650866825,0.0,2.6666666666667,4,1.0,False,True,6.547834480122007,8,17.709159380834848,286.607,in_progress,0.0
40,16.0,4.394208055567207,0.6542834606083964,-6.949451735130018,-30.0,1.3333333333333,0,1.0,False,True,7.5354506421021785,9,17.709159380834848,286.68,in_progress,0.0
40,17.0,4.5442610179353125,0.6309376080156809,-7.810037335449023,30.0,1.3333333333333,8,1.0,False,True,8.382722749790375,10,17.709159380834848,286.738,in_progress,0.0
40,18.0,4.678389451195871,0.6049974494280245,-9.309697808332327,-15.0,1.3333333333333,2,1.0,False,True,9.140061118698071,11,17.709159380834848,286.802,in_progress,0.0
40,19.0,4.802603455294814,0.5809075024255316,-10.106913638952204,30.0,1.3333333333333,8,0.5,False,True,9.84141219079627,12,17.709159380834848,286.871,in_progress,0.0
